n_random_features,model_score,features
25,0.776,"['Z', ('skew', ('corr', ('max', ('max', ('re_fft', 'N'))), ('corr', ('argmax', ('+', 'Z', 'Z')), ('min', ('kurtosis', 'E'))))), ('skew', ('re_fft', 'E')), 'E', ('argmax', ('skew', ('min', ('corr', ('argmax', 'E'), ('min', 'Z'))))), ('+', 'E', ('+', ('corr', ('re_fft', ('+', 'Z', 'E')), ('argmax', ('+', 'N', 'Z'))), ('kurtosis', ('argmax', 'E')))), ('min', ('kurtosis', 'E')), ('re_fft', 'N'), ('re_fft', ('corr', 'Z', ('argmax', 'Z'))), ('corr', ('min', 'N'), 'N'), 'E', ('corr', ('re_fft', ('corr', 'Z', ('kurtosis', 'N'))), ('argmax', 'E')), ('re_fft', ('kurtosis', ('skew', ('max', ('+', 'E', 'N'))))), ('skew', 'Z'), ('argmax', ('min', ('skew', 'N'))), ('max', 'N'), 'N', ('argmax', ('re_fft', ('max', ('corr', ('skew', 'E'), ('max', 'E'))))), ('re_fft', ('kurtosis', 'N')), ('+', 'Z', ('argmax', ('min', 'N'))), ('re_fft', 'Z'), ('corr', ('argmax', ('+', ('kurtosis', ('min', 'N')), ('re_fft', ('skew', 'N')))), ('min', ('min', ('re_fft', ('re_fft', 'Z'))))), ('max', ('skew', ('skew', ('+', ('re_fft', 'N'), 'Z')))), ('re_fft', ('re_fft', ('max', ('re_fft', ('corr', 'Z', 'E'))))), ('+', ('re_fft', ('kurtosis', ('max', ('corr', 'E', 'Z')))), 'E')]"
25,0.825,"['N', 'Z', 'Z', ('kurtosis', 'N'), ('skew', ('corr', ('+', ('max', 'E'), ('min', ('max', 'N'))), ('skew', ('max', 'Z')))), ('+', ('kurtosis', ('corr', ('kurtosis', ('max', 'E')), ('max', 'Z'))), ('skew', ('corr', ('min', 'Z'), ('corr', 'E', ('kurtosis', 'E'))))), 'N', 'N', ('argmax', ('kurtosis', ('re_fft', 'N'))), ('min', 'E'), 'E', ('corr', 'N', 'N'), ('skew', 'Z'), 'E', ('re_fft', ('max', ('skew', ('max', ('+', 'N', 'E'))))), ('min', ('skew', 'E')), ('kurtosis', 'Z'), ('kurtosis', ('skew', 'N')), 'N', ('argmax', 'N'), 'N', ('skew', ('max', ('re_fft', ('skew', ('min', 'E'))))), ('kurtosis', 'E'), 'N', ('argmax', ('+', ('+', ('corr', ('re_fft', 'E'), ('skew', 'E')), 'Z'), ('max', ('argmax', 'Z'))))]"
25,0.824,"[('re_fft', ('max', ('min', ('re_fft', ('argmax', 'N'))))), 'Z', 'E', 'N', ('+', ('argmax', 'Z'), ('kurtosis', ('min', ('kurtosis', ('max', 'N'))))), ('min', ('kurtosis', ('+', 'N', 'N'))), ('max', ('re_fft', ('kurtosis', ('min', 'E')))), 'E', 'N', ('max', 'N'), ('kurtosis', ('argmax', ('kurtosis', 'N'))), ('argmax', ('argmax', ('argmax', ('argmax', 'N')))), ('max', ('max', 'E')), ('max', 'Z'), ('+', ('re_fft', ('re_fft', ('re_fft', ('re_fft', 'N')))), ('min', ('kurtosis', ('corr', ('min', 'E'), ('kurtosis', 'N'))))), ('max', ('kurtosis', ('corr', ('re_fft', ('corr', 'E', 'Z')), 'Z'))), 'Z', ('re_fft', ('re_fft', ('max', ('corr', 'N', 'Z')))), 'N', 'Z', ('min', ('argmax', 'Z')), 'N', ('max', ('max', 'E')), ('re_fft', ('min', ('kurtosis', ('min', 'E')))), ('corr', 'E', ('+', ('re_fft', ('max', 'Z')), ('corr', ('re_fft', 'N'), 'E')))]"
25,0.869,"['Z', ('max', ('argmax', ('argmax', ('max', 'Z')))), ('skew', ('+', 'E', 'Z')), ('argmax', ('re_fft', ('skew', 'N'))), ('argmax', ('+', ('min', ('argmax', ('min', 'N'))), ('skew', ('max', ('min', 'Z'))))), ('min', ('re_fft', 'Z')), 'N', ('kurtosis', ('argmax', 'E')), ('kurtosis', ('kurtosis', ('min', ('re_fft', ('+', 'Z', 'N'))))), ('argmax', 'Z'), ('max', ('kurtosis', 'N')), ('argmax', ('skew', ('re_fft', ('min', 'Z')))), ('max', 'Z'), 'E', ('argmax', 'Z'), 'E', 'N', 'N', ('+', ('corr', ('kurtosis', ('skew', ('re_fft', 'Z'))), ('max', ('+', 'E', ('min', 'E')))), ('min', ('kurtosis', 'Z'))), ('argmax', ('min', ('corr', ('skew', ('skew', 'Z')), 'N'))), ('kurtosis', ('re_fft', ('kurtosis', ('corr', ('re_fft', 'E'), ('argmax', 'Z'))))), ('+', ('min', ('skew', ('+', 'N', ('re_fft', 'N')))), ('re_fft', ('skew', 'Z'))), ('corr', ('skew', ('+', ('argmax', 'N'), ('argmax', ('min', 'Z')))), ('max', ('argmax', ('corr', 'N', 'Z')))), 'N', ('corr', ('skew', ('max', ('kurtosis', ('skew', 'Z')))), ('corr', ('skew', ('corr', ('min', 'Z'), ('kurtosis', 'N'))), ('corr', ('min', ('argmax', 'E')), 'Z')))]"
25,0.861,"[('kurtosis', ('re_fft', 'N')), ('corr', 'N', ('+', ('+', ('re_fft', ('argmax', 'N')), ('skew', ('max', 'Z'))), 'E')), ('min', 'Z'), ('max', 'N'), ('skew', ('corr', 'E', ('max', ('argmax', ('corr', 'N', 'N'))))), ('+', ('argmax', ('skew', ('argmax', ('re_fft', 'N')))), ('skew', 'Z')), ('kurtosis', ('argmax', ('argmax', ('kurtosis', ('argmax', 'N'))))), ('skew', ('corr', ('argmax', ('re_fft', ('+', 'E', 'Z'))), ('argmax', ('re_fft', ('+', 'E', 'N'))))), ('argmax', ('re_fft', 'Z')), ('+', ('skew', 'E'), ('skew', 'N')), ('+', ('argmax', ('kurtosis', ('corr', ('corr', 'N', 'N'), ('max', 'N')))), ('min', 'E')), ('argmax', ('argmax', 'E')), ('skew', ('+', 'Z', ('min', ('min', ('+', 'Z', 'Z'))))), 'N', 'N', 'N', ('corr', 'Z', ('skew', 'E')), ('re_fft', ('skew', ('skew', 'E'))), ('+', ('re_fft', ('re_fft', 'N')), ('corr', ('max', 'N'), 'N')), ('+', ('corr', ('re_fft', ('argmax', 'E')), ('max', ('min', 'Z'))), ('corr', 'Z', ('max', ('re_fft', 'E')))), 'Z', 'N', ('skew', ('argmax', ('re_fft', ('re_fft', ('argmax', 'N'))))), ('min', ('skew', ('re_fft', ('+', ('re_fft', 'N'), 'Z')))), ('max', ('corr', ('corr', ('argmax', ('+', 'E', 'Z')), ('skew', ('max', 'N'))), 'Z'))]"
25,0.875,"[('+', 'E', ('skew', 'E')), ('kurtosis', ('re_fft', ('argmax', ('argmax', ('kurtosis', 'Z'))))), ('min', ('+', 'Z', ('max', 'N'))), ('corr', ('max', 'E'), ('corr', ('kurtosis', ('kurtosis', ('min', 'N'))), ('max', ('max', ('max', 'N'))))), ('re_fft', 'E'), ('min', ('min', ('argmax', ('corr', ('kurtosis', 'E'), ('skew', 'Z'))))), 'E', ('max', ('kurtosis', ('min', 'E'))), ('max', ('min', ('min', ('min', ('corr', 'E', 'Z'))))), ('max', ('kurtosis', ('min', 'N'))), ('corr', 'E', ('corr', ('kurtosis', ('argmax', ('+', 'Z', 'Z'))), 'N')), ('kurtosis', 'N'), ('min', 'N'), ('skew', ('+', 'N', ('kurtosis', ('+', 'Z', ('kurtosis', 'N'))))), ('argmax', ('corr', ('+', ('skew', ('kurtosis', 'E')), 'N'), ('skew', ('skew', 'N')))), 'E', ('skew', 'Z'), ('re_fft', ('skew', ('re_fft', ('skew', 'E')))), ('max', ('kurtosis', ('re_fft', 'Z'))), 'E', ('re_fft', 'N'), ('min', ('kurtosis', ('argmax', ('kurtosis', 'E')))), ('skew', ('argmax', ('skew', ('skew', 'N')))), ('corr', 'Z', 'E'), ('skew', ('min', ('corr', ('min', 'N'), ('kurtosis', 'Z'))))]"
25,0.851,"[('min', ('corr', 'N', ('+', ('max', ('max', 'Z')), ('min', 'Z')))), 'E', 'Z', ('corr', ('min', ('+', ('+', ('re_fft', 'E'), 'E'), ('re_fft', 'Z'))), ('skew', 'E')), 'N', ('corr', ('min', ('max', 'Z')), ('max', ('skew', ('+', ('min', 'E'), ('max', 'E'))))), 'N', ('min', ('corr', ('re_fft', ('+', ('re_fft', 'N'), ('kurtosis', 'Z'))), ('max', ('+', 'E', ('argmax', 'E'))))), ('+', ('kurtosis', ('min', ('+', ('skew', 'Z'), ('corr', 'Z', 'N')))), ('+', ('+', ('re_fft', ('re_fft', 'N')), 'E'), ('max', ('min', ('kurtosis', 'N'))))), ('+', ('re_fft', 'N'), ('skew', ('+', ('min', ('kurtosis', 'E')), ('max', 'N')))), 'Z', ('corr', ('re_fft', ('re_fft', ('argmax', 'Z'))), ('min', ('kurtosis', 'N'))), ('re_fft', ('min', ('min', ('kurtosis', 'E')))), 'Z', ('re_fft', ('re_fft', ('argmax', ('skew', 'N')))), ('min', ('min', ('argmax', 'N'))), ('argmax', ('corr', ('min', ('max', ('kurtosis', 'N'))), ('argmax', ('re_fft', 'E')))), 'E', ('max', ('argmax', ('skew', ('skew', 'E')))), ('corr', ('min', 'N'), ('+', ('max', 'E'), 'Z')), ('argmax', ('re_fft', ('max', ('kurtosis', ('argmax', 'N'))))), ('argmax', ('corr', ('skew', ('corr', ('+', 'E', 'Z'), ('min', 'Z'))), 'Z')), ('min', 'Z'), 'N', ('skew', 'E')]"
30,0.850,"[('+', 'Z', ('re_fft', ('corr', 'Z', ('corr', ('+', 'E', 'Z'), 'N')))), ('min', ('re_fft', 'E')), ('skew', ('max', 'N')), 'E', ('re_fft', ('min', 'E')), ('+', ('corr', ('corr', ('re_fft', 'Z'), ('max', ('+', 'Z', 'N'))), ('re_fft', ('re_fft', ('kurtosis', 'E')))), ('corr', 'N', ('max', ('+', ('re_fft', 'Z'), ('argmax', 'N'))))), ('skew', ('+', ('kurtosis', ('skew', ('skew', 'E'))), ('argmax', ('+', ('skew', 'E'), 'Z')))), ('skew', ('skew', ('kurtosis', ('skew', ('+', 'N', 'N'))))), ('argmax', 'N'), ('corr', ('kurtosis', 'N'), ('corr', 'E', ('min', ('argmax', ('re_fft', 'Z'))))), 'Z', ('+', 'Z', 'N'), ('corr', 'N', ('re_fft', 'E')), 'Z', ('corr', 'E', 'N'), ('min', 'Z'), ('max', 'Z'), ('min', 'Z'), ('re_fft', ('max', 'N')), ('kurtosis', 'E'), ('min', ('corr', ('min', 'E'), ('min', ('skew', ('kurtosis', 'Z'))))), ('+', ('skew', 'N'), ('skew', 'Z')), 'Z', 'E', ('re_fft', 'Z'), ('skew', ('+', ('kurtosis', ('max', ('min', 'E'))), ('skew', 'N'))), ('kurtosis', 'Z'), ('re_fft', ('argmax', ('max', ('corr', ('corr', 'N', 'E'), ('+', 'E', 'N'))))), ('+', ('corr', ('+', ('max', ('min', 'Z')), 'N'), ('argmax', 'E')), 'Z'), ('+', ('argmax', ('argmax', ('min', 'Z'))), ('min', 'N'))]"
30,0.865,"[('min', ('re_fft', ('+', ('min', ('corr', 'Z', 'E')), 'E'))), 'N', ('max', 'E'), ('skew', ('min', ('re_fft', ('min', 'Z')))), ('min', ('corr', ('min', ('re_fft', 'E')), 'Z')), ('argmax', ('kurtosis', ('min', ('kurtosis', 'N')))), ('argmax', ('re_fft', ('argmax', 'N'))), ('re_fft', ('min', 'Z')), 'Z', 'Z', ('corr', 'N', ('kurtosis', 'Z')), ('argmax', ('kurtosis', ('min', 'Z'))), 'N', ('+', 'N', ('argmax', ('+', 'E', ('corr', ('min', 'Z'), 'N')))), 'E', 'E', ('max', ('+', 'N', ('+', ('argmax', ('corr', 'E', 'E')), ('corr', ('corr', 'Z', 'Z'), 'Z')))), 'N', ('argmax', ('+', ('re_fft', ('min', 'N')), 'E')), ('kurtosis', ('+', ('+', ('corr', ('skew', 'N'), 'N'), 'E'), ('corr', ('skew', 'Z'), ('skew', 'N')))), ('skew', 'Z'), 'E', ('min', ('skew', ('min', ('skew', ('min', 'N'))))), ('skew', ('skew', 'Z')), ('re_fft', 'N'), ('argmax', ('argmax', ('corr', ('kurtosis', ('max', 'E')), 'N'))), ('max', ('+', 'N', 'Z')), ('skew', ('max', ('kurtosis', ('min', ('min', 'E'))))), ('skew', 'N'), ('argmax', ('+', 'Z', ('argmax', ('min', 'N'))))]"
30,0.865,"['N', ('max', 'E'), ('kurtosis', ('max', 'Z')), 'E', ('skew', ('kurtosis', 'N')), ('+', 'Z', ('argmax', ('corr', ('re_fft', 'Z'), ('skew', ('skew', 'E'))))), 'Z', 'Z', 'N', 'E', ('kurtosis', ('min', ('skew', ('argmax', ('max', 'E'))))), ('min', ('+', ('re_fft', ('corr', ('+', 'Z', 'N'), ('re_fft', 'N'))), ('min', ('corr', ('kurtosis', 'N'), 'E')))), ('corr', ('max', 'Z'), ('min', ('re_fft', ('min', 'E')))), ('skew', 'N'), ('max', ('+', ('corr', ('+', 'Z', ('max', 'N')), ('max', ('min', 'E'))), ('skew', ('skew', ('+', 'E', 'E'))))), ('re_fft', 'N'), 'Z', 'Z', 'Z', ('max', ('+', ('re_fft', 'Z'), 'Z')), ('argmax', 'E'), ('re_fft', 'Z'), ('corr', ('min', ('min', ('re_fft', ('max', 'Z')))), ('argmax', ('min', ('skew', 'Z')))), ('max', ('kurtosis', ('max', ('+', 'E', ('kurtosis', 'Z'))))), 'N', ('+', 'N', ('argmax', 'Z')), ('max', 'E'), ('+', ('+', 'N', ('corr', ('corr', ('re_fft', 'N'), ('argmax', 'Z')), 'N')), 'Z'), ('corr', ('max', 'E'), 'Z'), ('max', ('corr', 'N', ('+', ('min', ('kurtosis', 'E')), ('max', ('corr', 'Z', 'E')))))]"
30,0.846,"[('argmax', 'Z'), ('kurtosis', ('min', 'N')), ('kurtosis', 'E'), 'Z', ('max', ('max', ('min', ('kurtosis', ('kurtosis', 'Z'))))), ('re_fft', 'N'), ('+', 'E', 'E'), ('skew', ('+', 'Z', ('min', ('argmax', 'E')))), ('re_fft', ('max', 'N')), 'N', 'Z', ('kurtosis', ('max', 'Z')), ('re_fft', 'Z'), 'N', ('+', ('min', ('min', 'E')), 'N'), ('re_fft', ('kurtosis', ('argmax', ('max', ('argmax', 'N'))))), 'Z', 'Z', 'Z', ('re_fft', ('re_fft', ('skew', ('+', ('skew', 'Z'), ('skew', 'N'))))), ('kurtosis', ('argmax', ('skew', ('kurtosis', ('corr', 'E', 'Z'))))), ('skew', 'N'), 'N', ('argmax', ('corr', ('+', ('kurtosis', ('re_fft', 'N')), 'N'), ('+', ('corr', ('corr', 'N', 'E'), ('kurtosis', 'Z')), ('argmax', ('max', 'N'))))), ('kurtosis', ('+', ('kurtosis', 'N'), ('argmax', ('min', 'E')))), 'N', ('min', ('re_fft', 'E')), 'N', ('re_fft', ('re_fft', ('kurtosis', 'Z'))), ('min', ('kurtosis', ('skew', ('argmax', ('min', 'Z')))))]"
30,0.840,"[('argmax', ('corr', ('skew', ('re_fft', 'E')), ('re_fft', ('corr', ('re_fft', 'E'), ('min', 'N'))))), ('min', 'N'), 'E', ('min', 'Z'), ('+', ('+', ('argmax', ('re_fft', ('min', 'Z'))), ('argmax', 'E')), ('kurtosis', 'N')), 'Z', ('argmax', ('max', 'Z')), ('re_fft', 'Z'), 'Z', ('re_fft', ('corr', ('max', ('min', 'N')), 'E')), ('+', ('re_fft', ('re_fft', ('corr', ('min', 'E'), ('min', 'E')))), ('corr', ('skew', ('corr', 'N', ('skew', 'N'))), 'E')), ('kurtosis', 'N'), ('skew', 'E'), 'N', ('skew', ('re_fft', ('max', 'E'))), 'E', ('skew', 'N'), ('re_fft', ('kurtosis', ('+', ('kurtosis', ('argmax', 'Z')), ('argmax', ('corr', 'N', 'N'))))), 'Z', ('skew', ('argmax', 'N')), ('re_fft', ('kurtosis', 'Z')), ('min', ('+', ('kurtosis', ('+', 'Z', ('corr', 'Z', 'N'))), ('min', ('re_fft', 'N')))), 'Z', ('+', 'Z', 'N'), ('re_fft', ('re_fft', ('corr', ('min', ('max', 'E')), ('skew', 'N')))), ('+', ('argmax', ('max', 'E')), ('max', ('min', ('max', ('corr', 'Z', 'Z'))))), ('+', ('min', ('skew', ('min', ('+', 'Z', 'Z')))), ('max', ('argmax', 'Z'))), ('argmax', ('re_fft', ('re_fft', ('+', ('corr', 'N', 'N'), ('skew', 'E'))))), 'N', ('kurtosis', ('min', ('argmax', ('min', ('skew', 'E')))))]"
30,0.833,"[('+', ('min', ('+', 'N', ('max', ('skew', 'E')))), ('kurtosis', ('+', ('argmax', 'N'), 'E'))), ('kurtosis', ('re_fft', ('min', ('min', ('kurtosis', 'N'))))), 'N', ('argmax', 'N'), ('kurtosis', 'N'), ('corr', 'E', ('+', 'E', ('re_fft', 'Z'))), ('min', ('skew', ('re_fft', ('+', ('+', 'N', 'E'), 'E')))), ('max', 'Z'), ('min', ('max', ('argmax', ('kurtosis', 'E')))), ('max', ('argmax', 'N')), 'Z', ('kurtosis', ('max', 'N')), ('kurtosis', 'Z'), ('min', 'Z'), ('skew', 'N'), 'E', 'E', 'Z', ('+', ('kurtosis', ('+', 'Z', 'Z')), ('corr', ('+', ('+', ('max', 'N'), ('re_fft', 'Z')), 'N'), ('argmax', ('re_fft', ('corr', 'N', 'N'))))), ('min', 'E'), ('min', ('+', ('max', 'N'), ('max', 'Z'))), ('+', 'Z', 'Z'), ('skew', 'E'), ('skew', 'E'), ('kurtosis', ('min', 'N')), ('re_fft', ('skew', ('+', ('re_fft', ('kurtosis', 'Z')), ('re_fft', ('argmax', 'Z'))))), ('kurtosis', 'E'), ('argmax', 'Z'), ('corr', 'Z', ('corr', ('argmax', 'E'), ('argmax', ('min', ('argmax', 'N'))))), ('argmax', 'E')]"
30,0.798,"['E', ('skew', ('re_fft', ('kurtosis', ('+', ('+', 'E', 'E'), ('+', 'Z', 'N'))))), 'N', ('re_fft', ('min', ('argmax', 'E'))), 'Z', 'Z', 'N', ('corr', 'Z', ('re_fft', ('argmax', ('re_fft', ('skew', 'E'))))), 'E', ('kurtosis', ('max', ('re_fft', ('kurtosis', ('+', 'N', 'E'))))), ('min', ('kurtosis', ('kurtosis', ('kurtosis', ('corr', 'Z', 'N'))))), ('corr', ('min', 'E'), 'N'), 'E', ('skew', ('skew', ('min', ('re_fft', ('skew', 'Z'))))), ('kurtosis', ('kurtosis', ('+', ('argmax', ('argmax', 'E')), ('re_fft', ('kurtosis', 'Z'))))), 'Z', 'Z', ('corr', ('skew', 'Z'), 'Z'), ('+', ('kurtosis', ('argmax', 'E')), 'N'), ('min', 'E'), ('skew', ('kurtosis', ('skew', 'Z'))), 'N', ('+', ('max', 'E'), ('skew', 'N')), 'E', ('min', 'E'), ('re_fft', ('re_fft', ('skew', ('corr', ('re_fft', 'E'), 'Z')))), ('argmax', 'Z'), 'N', ('min', ('kurtosis', 'E')), 'N']"
30,0.877,"[('max', ('argmax', ('skew', ('min', ('max', 'N'))))), ('argmax', ('re_fft', ('min', ('+', 'Z', ('argmax', 'E'))))), ('re_fft', ('re_fft', ('skew', ('skew', 'N')))), 'N', ('corr', ('max', ('re_fft', ('kurtosis', ('corr', 'Z', 'E')))), ('corr', 'N', ('+', ('argmax', 'N'), 'E'))), 'E', ('argmax', ('re_fft', ('argmax', ('kurtosis', ('corr', 'E', 'E'))))), ('re_fft', ('re_fft', 'Z')), ('re_fft', ('max', ('skew', ('min', ('argmax', 'Z'))))), ('skew', ('argmax', ('skew', 'E'))), ('corr', 'Z', 'Z'), 'E', ('argmax', 'E'), ('kurtosis', ('skew', ('corr', ('argmax', ('min', 'N')), ('corr', ('corr', 'Z', 'E'), ('+', 'Z', 'E'))))), 'Z', 'Z', ('kurtosis', ('corr', ('+', 'N', ('+', ('max', 'Z'), ('argmax', 'Z'))), 'N')), ('argmax', ('max', ('kurtosis', ('min', 'E')))), ('max', ('+', 'Z', 'E')), ('kurtosis', 'N'), ('+', ('skew', 'Z'), ('re_fft', 'Z')), ('kurtosis', ('re_fft', ('+', 'N', 'E'))), ('corr', 'Z', 'N'), ('argmax', ('max', ('min', ('min', ('re_fft', 'Z'))))), 'N', 'Z', 'E', ('argmax', ('min', 'Z')), ('+', ('argmax', ('+', 'N', ('+', ('kurtosis', 'N'), ('re_fft', 'Z')))), ('skew', ('+', ('skew', 'E'), ('re_fft', 'E')))), ('re_fft', 'Z')]"
30,0.856,"[('skew', ('kurtosis', 'E')), ('skew', ('argmax', ('re_fft', ('corr', 'N', ('max', 'Z'))))), ('argmax', ('max', ('skew', ('min', ('corr', 'E', 'E'))))), ('corr', ('corr', ('corr', ('skew', ('skew', 'E')), ('max', ('max', 'E'))), 'N'), ('argmax', ('skew', 'E'))), 'E', 'N', 'N', ('kurtosis', ('+', ('+', ('skew', ('corr', 'E', 'E')), ('corr', ('argmax', 'E'), ('max', 'N'))), ('argmax', ('+', ('argmax', 'E'), ('re_fft', 'N'))))), ('kurtosis', ('corr', 'Z', 'E')), ('max', ('corr', 'Z', ('corr', ('corr', 'Z', ('argmax', 'N')), ('argmax', ('corr', 'Z', 'E'))))), 'N', 'Z', ('kurtosis', 'N'), ('kurtosis', ('skew', ('corr', ('argmax', 'Z'), ('max', 'E')))), 'Z', ('corr', ('max', 'N'), ('min', 'E')), ('kurtosis', ('skew', ('corr', ('re_fft', ('+', 'E', 'N')), ('re_fft', ('skew', 'E'))))), ('+', ('max', ('+', ('+', 'E', 'N'), ('+', 'E', ('kurtosis', 'Z')))), ('+', ('argmax', ('max', 'N')), ('corr', ('skew', ('corr', 'Z', 'E')), ('min', 'E')))), ('max', ('skew', ('+', 'Z', 'Z'))), ('argmax', 'Z'), 'N', ('corr', ('max', ('min', ('argmax', 'E'))), 'E'), ('argmax', ('re_fft', 'Z')), ('skew', ('kurtosis', ('skew', ('+', ('argmax', 'E'), ('min', 'E'))))), ('argmax', ('min', ('kurtosis', 'Z'))), ('argmax', ('argmax', 'N')), 'N', ('corr', ('skew', 'Z'), 'N'), ('max', 'E'), 'E']"
30,0.851,"[('skew', ('max', ('kurtosis', ('re_fft', ('skew', 'N'))))), 'E', ('kurtosis', 'E'), ('min', ('argmax', ('corr', 'N', ('max', ('max', 'Z'))))), ('kurtosis', ('kurtosis', ('argmax', ('re_fft', ('re_fft', 'E'))))), 'E', ('kurtosis', 'E'), 'N', ('+', ('min', 'Z'), ('skew', ('+', ('skew', 'N'), 'E'))), ('skew', ('corr', 'N', ('corr', 'N', 'E'))), ('re_fft', ('kurtosis', ('kurtosis', ('min', ('corr', 'Z', 'E'))))), ('min', 'E'), 'Z', ('corr', 'Z', ('argmax', ('kurtosis', 'N'))), ('argmax', 'E'), 'N', ('kurtosis', ('+', ('corr', ('min', 'E'), 'Z'), ('argmax', 'N'))), ('kurtosis', ('max', ('re_fft', ('kurtosis', 'N')))), ('re_fft', 'Z'), 'E', ('kurtosis', ('argmax', 'E')), 'Z', ('+', 'N', 'E'), 'Z', ('min', ('re_fft', ('re_fft', ('re_fft', ('+', 'E', 'Z'))))), ('skew', ('min', 'E')), 'Z', ('corr', ('corr', ('argmax', ('corr', 'Z', 'E')), ('min', ('corr', 'N', ('re_fft', 'N')))), ('+', 'N', ('re_fft', ('min', 'E')))), ('skew', ('skew', ('skew', ('corr', ('corr', 'Z', 'N'), ('max', 'N'))))), 'N']"
35,0.877,"['Z', 'Z', 'N', ('re_fft', ('re_fft', 'N')), ('re_fft', ('kurtosis', ('+', ('min', ('argmax', 'E')), ('re_fft', ('kurtosis', 'Z'))))), ('skew', ('corr', ('skew', 'E'), ('re_fft', ('+', ('kurtosis', 'N'), 'E')))), ('min', 'E'), ('max', ('+', ('skew', ('re_fft', ('argmax', 'Z'))), 'Z')), ('argmax', ('min', 'Z')), ('corr', 'N', ('skew', 'N')), ('kurtosis', ('skew', 'N')), ('re_fft', ('kurtosis', ('re_fft', 'Z'))), ('skew', 'Z'), ('kurtosis', ('+', 'E', 'E')), ('max', ('re_fft', ('max', ('min', ('skew', 'E'))))), 'E', ('corr', ('min', ('+', 'N', ('kurtosis', 'N'))), ('argmax', ('kurtosis', ('max', ('corr', 'Z', 'E'))))), 'Z', ('argmax', ('min', 'N')), ('argmax', ('corr', ('skew', 'E'), 'N')), 'E', 'N', 'N', ('corr', ('argmax', ('max', ('argmax', ('corr', 'E', 'E')))), ('max', ('re_fft', ('max', ('re_fft', 'N'))))), ('kurtosis', 'Z'), ('min', ('min', 'Z')), 'Z', ('min', ('kurtosis', 'E')), ('+', 'E', 'E'), ('skew', 'N'), ('min', 'E'), ('+', ('corr', ('max', ('skew', ('re_fft', 'N'))), 'E'), ('corr', ('max', 'Z'), 'Z')), ('max', ('+', ('min', ('kurtosis', ('max', 'E'))), ('+', 'Z', ('corr', ('re_fft', 'Z'), ('corr', 'Z', 'E'))))), 'N', 'E']"
35,0.836,"[('kurtosis', ('+', ('max', 'Z'), ('min', ('argmax', ('max', 'E'))))), 'N', 'N', ('kurtosis', ('corr', ('max', 'N'), 'N')), ('corr', ('min', ('skew', ('skew', 'E'))), ('min', 'Z')), ('max', 'E'), ('argmax', ('min', ('skew', ('argmax', ('kurtosis', 'Z'))))), ('corr', 'N', ('corr', ('+', 'Z', ('kurtosis', 'E')), ('corr', ('corr', ('argmax', 'N'), ('kurtosis', 'E')), 'N'))), ('max', ('min', 'N')), ('argmax', 'N'), ('min', 'Z'), ('corr', ('kurtosis', ('corr', ('kurtosis', ('min', 'Z')), ('max', 'N'))), ('min', 'E')), ('skew', 'E'), 'N', ('min', ('min', 'Z')), ('max', 'N'), ('argmax', ('corr', ('skew', 'N'), 'E')), 'N', 'E', ('+', ('argmax', ('min', 'N')), ('corr', 'E', ('argmax', 'N'))), ('kurtosis', ('argmax', ('max', ('re_fft', ('corr', 'N', 'E'))))), 'N', ('re_fft', ('re_fft', ('argmax', ('skew', ('+', 'E', 'E'))))), ('argmax', ('max', ('argmax', ('kurtosis', 'Z')))), ('corr', ('+', 'E', ('+', ('corr', ('min', 'Z'), 'N'), ('min', 'N'))), ('min', ('min', ('min', 'N')))), 'E', ('kurtosis', 'N'), 'Z', ('argmax', ('max', ('max', ('re_fft', 'N')))), ('kurtosis', ('min', ('max', ('argmax', 'E')))), 'N', ('kurtosis', 'E'), ('+', 'E', ('re_fft', 'E')), 'N', ('+', 'N', ('re_fft', ('argmax', ('skew', ('min', 'Z')))))]"
35,0.847,"[('re_fft', ('max', 'N')), ('re_fft', ('kurtosis', ('min', ('max', ('corr', 'E', 'Z'))))), ('kurtosis', 'Z'), ('corr', ('+', ('skew', ('re_fft', 'N')), ('skew', ('skew', 'E'))), ('max', ('kurtosis', ('min', 'N')))), ('argmax', 'E'), 'Z', ('corr', ('max', ('skew', ('argmax', 'Z'))), ('corr', 'Z', ('kurtosis', ('skew', ('+', 'Z', 'Z'))))), ('kurtosis', 'N'), ('+', 'E', ('kurtosis', 'E')), ('kurtosis', ('re_fft', ('skew', ('+', ('skew', 'E'), 'N')))), 'Z', ('corr', ('re_fft', ('argmax', 'N')), ('argmax', 'E')), ('+', ('argmax', ('max', 'Z')), ('skew', 'N')), ('skew', 'N'), ('argmax', ('+', 'E', 'N')), ('skew', ('corr', 'E', 'E')), ('kurtosis', 'E'), ('re_fft', 'N'), ('min', ('max', ('+', ('corr', 'E', ('skew', 'E')), ('re_fft', ('skew', 'E'))))), ('min', 'E'), 'N', ('re_fft', ('corr', ('kurtosis', 'N'), 'N')), ('re_fft', 'N'), 'N', ('re_fft', 'E'), ('argmax', ('max', 'Z')), ('min', 'N'), ('skew', 'Z'), ('corr', ('re_fft', ('+', ('corr', ('max', 'Z'), ('+', 'E', 'N')), 'Z')), ('max', 'E')), 'N', 'E', ('+', 'E', 'Z'), 'N', 'Z', ('min', ('argmax', ('argmax', 'N')))]"
